classes,accuracy
cat+chirping_birds+crow,0.8333333333333334
cat+chirping_birds+crying_baby,0.7708333333333334
cat+chirping_birds+dog,0.7916666666666666
cat+chirping_birds+door_wood_creaks,0.6875
cat+chirping_birds+door_wood_knock,0.9166666666666666
cat+chirping_birds+drinking_sipping,0.7916666666666666
cat+chirping_birds+engine,0.8958333333333334
cat+chirping_birds+fireworks,0.75
cat+chirping_birds+footsteps,0.8125
cat+chirping_birds+frog,0.7083333333333334
cat+chirping_birds+glass_breaking,0.875
cat+chirping_birds+hand_saw,0.9166666666666666
cat+chirping_birds+helicopter,0.8958333333333334
cat+chirping_birds+hen,0.6666666666666666
cat+chirping_birds+insects,0.75
cat+chirping_birds+keyboard_typing,0.7291666666666666
cat+chirping_birds+laughing,0.625
cat+chirping_birds+mouse_click,0.8541666666666666
cat+chirping_birds+pig,0.7291666666666666
cat+chirping_birds+pouring_water,0.7916666666666666
cat+chirping_birds+rain,0.7083333333333334
cat+chirping_birds+rooster,0.7708333333333334
cat+chirping_birds+sea_waves,0.875
cat+chirping_birds+sheep,0.7708333333333334
cat+chirping_birds+siren,0.8125
cat+chirping_birds+sneezing,0.7083333333333334
cat+chirping_birds+snoring,0.875
cat+chirping_birds+thunderstorm,0.8958333333333334
cat+chirping_birds+toilet_flush,0.875
cat+chirping_birds+train,0.8958333333333334
cat+chirping_birds+vacuum_cleaner,0.9375
cat+chirping_birds+washing_machine,0.8125
cat+chirping_birds+water_drops,0.8125
cat+chirping_birds+wind,0.875
cat+church_bells+clapping,0.8541666666666666
cat+church_bells+clock_alarm,0.875
cat+church_bells+clock_tick,0.6458333333333334
cat+church_bells+coughing,0.8958333333333334
cat+church_bells+cow,0.8333333333333334
cat+church_bells+crackling_fire,0.9791666666666666
cat+church_bells+crickets,0.875
cat+church_bells+crow,0.9166666666666666
cat+church_bells+crying_baby,0.8958333333333334
cat+church_bells+dog,0.8125
cat+church_bells+door_wood_creaks,0.75
cat+church_bells+door_wood_knock,0.9791666666666666
cat+church_bells+drinking_sipping,0.8541666666666666
cat+church_bells+engine,0.9791666666666666
cat+church_bells+fireworks,0.7916666666666666
cat+church_bells+footsteps,0.875
cat+church_bells+frog,0.8541666666666666
cat+church_bells+glass_breaking,0.9375
cat+church_bells+hand_saw,1.0
cat+church_bells+helicopter,0.875
cat+church_bells+hen,0.8125
cat+church_bells+insects,0.7708333333333334
cat+church_bells+keyboard_typing,0.8125
cat+church_bells+laughing,0.6666666666666666
cat+church_bells+mouse_click,0.8958333333333334
cat+church_bells+pig,0.8333333333333334
cat+church_bells+pouring_water,0.8958333333333334
cat+church_bells+rain,0.8541666666666666
cat+church_bells+rooster,0.8333333333333334
cat+church_bells+sea_waves,0.9166666666666666
cat+church_bells+sheep,0.8333333333333334
cat+church_bells+siren,0.7708333333333334
cat+church_bells+sneezing,0.7708333333333334
cat+church_bells+snoring,0.9166666666666666
cat+church_bells+thunderstorm,0.9375
cat+church_bells+toilet_flush,0.9791666666666666
cat+church_bells+train,0.9375
cat+church_bells+vacuum_cleaner,0.9791666666666666
cat+church_bells+washing_machine,0.8541666666666666
cat+church_bells+water_drops,0.8541666666666666
cat+church_bells+wind,0.9166666666666666
cat+clapping+clock_alarm,0.8125
cat+clapping+clock_tick,0.6041666666666666
cat+clapping+coughing,0.8333333333333334
cat+clapping+cow,0.7916666666666666
cat+clapping+crackling_fire,0.9166666666666666
cat+clapping+crickets,0.8541666666666666
cat+clapping+crow,0.7916666666666666
cat+clapping+crying_baby,0.7708333333333334
cat+clapping+dog,0.7916666666666666
cat+clapping+door_wood_creaks,0.6458333333333334
cat+clapping+door_wood_knock,0.9166666666666666
cat+clapping+drinking_sipping,0.7916666666666666
cat+clapping+engine,0.8541666666666666
cat+clapping+fireworks,0.7708333333333334
cat+clapping+footsteps,0.8125
cat+clapping+frog,0.7916666666666666
cat+clapping+glass_breaking,0.8333333333333334
cat+clapping+hand_saw,0.8125
cat+clapping+helicopter,0.9166666666666666
cat+clapping+hen,0.7083333333333334
cat+clapping+insects,0.8333333333333334
cat+clapping+keyboard_typing,0.8125
cat+clapping+laughing,0.5625
cat+clapping+mouse_click,0.8333333333333334
cat+clapping+pig,0.7708333333333334
cat+clapping+pouring_water,0.7916666666666666
cat+clapping+rain,0.7916666666666666
cat+clapping+rooster,0.75
cat+clapping+sea_waves,0.8333333333333334
cat+clapping+sheep,0.7916666666666666
cat+clapping+siren,0.8333333333333334
cat+clapping+sneezing,0.6875
cat+clapping+snoring,0.875
cat+clapping+thunderstorm,0.8958333333333334
cat+clapping+toilet_flush,0.8125
cat+clapping+train,0.8958333333333334
cat+clapping+vacuum_cleaner,0.8125
cat+clapping+washing_machine,0.8125
cat+clapping+water_drops,0.8125
cat+clapping+wind,0.8958333333333334
cat+clock_alarm+clock_tick,0.5416666666666666
cat+clock_alarm+coughing,0.7916666666666666
cat+clock_alarm+cow,0.8333333333333334
cat+clock_alarm+crackling_fire,0.8541666666666666
cat+clock_alarm+crickets,0.7708333333333334
cat+clock_alarm+crow,0.8125
cat+clock_alarm+crying_baby,0.75
cat+clock_alarm+dog,0.7916666666666666
cat+clock_alarm+door_wood_creaks,0.6458333333333334
cat+clock_alarm+door_wood_knock,0.875
cat+clock_alarm+drinking_sipping,0.7916666666666666
cat+clock_alarm+engine,0.875
cat+clock_alarm+fireworks,0.7291666666666666
cat+clock_alarm+footsteps,0.7916666666666666
cat+clock_alarm+frog,0.7291666666666666
cat+clock_alarm+glass_breaking,0.8125
cat+clock_alarm+hand_saw,0.875
cat+clock_alarm+helicopter,0.875
cat+clock_alarm+hen,0.6875
cat+clock_alarm+insects,0.7916666666666666
cat+clock_alarm+keyboard_typing,0.6875
cat+clock_alarm+laughing,0.625
cat+clock_alarm+mouse_click,0.8333333333333334
cat+clock_alarm+pig,0.7083333333333334
cat+clock_alarm+pouring_water,0.75
cat+clock_alarm+rain,0.7916666666666666
cat+clock_alarm+rooster,0.7083333333333334
cat+clock_alarm+sea_waves,0.875
cat+clock_alarm+sheep,0.8125
cat+clock_alarm+siren,0.8125
cat+clock_alarm+sneezing,0.6875
cat+clock_alarm+snoring,0.8333333333333334
cat+clock_alarm+thunderstorm,0.875
cat+clock_alarm+toilet_flush,0.8333333333333334
cat+clock_alarm+train,0.875
cat+clock_alarm+vacuum_cleaner,0.8958333333333334
cat+clock_alarm+washing_machine,0.8125
cat+clock_alarm+water_drops,0.75
cat+clock_alarm+wind,0.875
cat+clock_tick+coughing,0.4791666666666667
cat+clock_tick+cow,0.625
cat+clock_tick+crackling_fire,0.5833333333333334
cat+clock_tick+crickets,0.5833333333333334
cat+clock_tick+crow,0.5833333333333334
cat+clock_tick+crying_baby,0.5208333333333334
cat+clock_tick+dog,0.6041666666666666
cat+clock_tick+door_wood_creaks,0.375
cat+clock_tick+door_wood_knock,0.5625
cat+clock_tick+drinking_sipping,0.4791666666666667
cat+clock_tick+engine,0.6666666666666666
cat+clock_tick+fireworks,0.5208333333333334
cat+clock_tick+footsteps,0.5208333333333334
cat+clock_tick+frog,0.5208333333333334
cat+clock_tick+glass_breaking,0.6041666666666666
cat+clock_tick+hand_saw,0.6666666666666666
cat+clock_tick+helicopter,0.6041666666666666
cat+clock_tick+hen,0.4583333333333333
cat+clock_tick+insects,0.4583333333333333
cat+clock_tick+keyboard_typing,0.4583333333333333
cat+clock_tick+laughing,0.3958333333333333
cat+clock_tick+mouse_click,0.4583333333333333
cat+clock_tick+pig,0.5
cat+clock_tick+pouring_water,0.4583333333333333
cat+clock_tick+rain,0.6041666666666666
cat+clock_tick+rooster,0.5208333333333334
cat+clock_tick+sea_waves,0.6458333333333334
cat+clock_tick+sheep,0.5416666666666666
cat+clock_tick+siren,0.6041666666666666
cat+clock_tick+sneezing,0.3958333333333333
cat+clock_tick+snoring,0.5833333333333334
cat+clock_tick+thunderstorm,0.6666666666666666
cat+clock_tick+toilet_flush,0.625
cat+clock_tick+train,0.6666666666666666
cat+clock_tick+vacuum_cleaner,0.6666666666666666
cat+clock_tick+washing_machine,0.5416666666666666
cat+clock_tick+water_drops,0.4375
cat+clock_tick+wind,0.6666666666666666
cat+coughing+cow,0.7708333333333334
cat+coughing+crackling_fire,0.8541666666666666
cat+coughing+crickets,0.8125
cat+coughing+crow,0.8125
cat+coughing+crying_baby,0.7291666666666666
cat+coughing+dog,0.75
cat+coughing+door_wood_creaks,0.6875
cat+coughing+door_wood_knock,0.8333333333333334
cat+coughing+drinking_sipping,0.5833333333333334
cat+coughing+engine,0.8333333333333334
cat+coughing+fireworks,0.75
cat+coughing+footsteps,0.6875
cat+coughing+frog,0.75
cat+coughing+glass_breaking,0.7708333333333334
cat+coughing+hand_saw,0.8333333333333334
cat+coughing+helicopter,0.875
cat+coughing+hen,0.7083333333333334
cat+coughing+insects,0.7916666666666666
cat+coughing+keyboard_typing,0.7083333333333334
cat+coughing+laughing,0.6458333333333334
cat+coughing+mouse_click,0.75
cat+coughing+pig,0.7291666666666666
cat+coughing+pouring_water,0.7083333333333334
cat+coughing+rain,0.8125
cat+coughing+rooster,0.7083333333333334
cat+coughing+sea_waves,0.875
cat+coughing+sheep,0.8333333333333334
cat+coughing+siren,0.8125
cat+coughing+sneezing,0.5625
cat+coughing+snoring,0.8125
cat+coughing+thunderstorm,0.875
cat+coughing+toilet_flush,0.8541666666666666
cat+coughing+train,0.875
cat+coughing+vacuum_cleaner,0.8958333333333334
cat+coughing+washing_machine,0.8125
cat+coughing+water_drops,0.7708333333333334
cat+coughing+wind,0.875
cat+cow+crackling_fire,0.9166666666666666
cat+cow+crickets,0.8541666666666666
cat+cow+crow,0.8333333333333334
cat+cow+crying_baby,0.8125
cat+cow+dog,0.7916666666666666
cat+cow+door_wood_creaks,0.625
cat+cow+door_wood_knock,0.875
cat+cow+drinking_sipping,0.75
cat+cow+engine,0.9166666666666666
cat+cow+fireworks,0.75
cat+cow+footsteps,0.7708333333333334
cat+cow+frog,0.7916666666666666
cat+cow+glass_breaking,0.875
cat+cow+hand_saw,0.8958333333333334
cat+cow+helicopter,0.875
cat+cow+hen,0.7083333333333334
cat+cow+insects,0.75
cat+cow+keyboard_typing,0.7083333333333334
cat+cow+laughing,0.5625
cat+cow+mouse_click,0.8333333333333334
cat+cow+pig,0.7291666666666666
cat+cow+pouring_water,0.8125
cat+cow+rain,0.8541666666666666
cat+cow+rooster,0.7291666666666666
cat+cow+sea_waves,0.875
cat+cow+sheep,0.7291666666666666
cat+cow+siren,0.7291666666666666
cat+cow+sneezing,0.6875
cat+cow+snoring,0.8958333333333334
cat+cow+thunderstorm,0.8958333333333334
cat+cow+toilet_flush,0.8333333333333334
cat+cow+train,0.9166666666666666
cat+cow+vacuum_cleaner,0.9166666666666666
cat+cow+washing_machine,0.8125
cat+cow+water_drops,0.8333333333333334
cat+cow+wind,0.9375
cat+crackling_fire+crickets,0.875
cat+crackling_fire+crow,0.8958333333333334
cat+crackling_fire+crying_baby,0.8541666666666666
cat+crackling_fire+dog,0.8333333333333334
cat+crackling_fire+door_wood_creaks,0.75
cat+crackling_fire+door_wood_knock,0.9375
cat+crackling_fire+drinking_sipping,0.7916666666666666
cat+crackling_fire+engine,0.9583333333333334
cat+crackling_fire+fireworks,0.7916666666666666
cat+crackling_fire+footsteps,0.75
cat+crackling_fire+frog,0.8333333333333334
cat+crackling_fire+glass_breaking,0.875
cat+crackling_fire+hand_saw,0.9791666666666666
cat+crackling_fire+helicopter,0.9583333333333334
cat+crackling_fire+hen,0.7708333333333334
cat+crackling_fire+insects,0.7708333333333334
cat+crackling_fire+keyboard_typing,0.8125
cat+crackling_fire+laughing,0.7291666666666666
cat+crackling_fire+mouse_click,0.6458333333333334
cat+crackling_fire+pig,0.8125
cat+crackling_fire+pouring_water,0.8541666666666666
cat+crackling_fire+rain,0.8541666666666666
cat+crackling_fire+rooster,0.8125
cat+crackling_fire+sea_waves,0.9583333333333334
cat+crackling_fire+sheep,0.8958333333333334
cat+crackling_fire+siren,0.8958333333333334
cat+crackling_fire+sneezing,0.6875
cat+crackling_fire+snoring,0.7708333333333334
cat+crackling_fire+thunderstorm,0.8333333333333334
cat+crackling_fire+toilet_flush,0.9583333333333334
cat+crackling_fire+train,0.9583333333333334
cat+crackling_fire+vacuum_cleaner,0.9791666666666666
cat+crackling_fire+washing_machine,0.8958333333333334
cat+crackling_fire+water_drops,0.6041666666666666
cat+crackling_fire+wind,0.9375
cat+crickets+crow,0.8541666666666666
cat+crickets+crying_baby,0.8125
cat+crickets+dog,0.7916666666666666
cat+crickets+door_wood_creaks,0.7083333333333334
cat+crickets+door_wood_knock,0.8958333333333334
cat+crickets+drinking_sipping,0.7708333333333334
cat+crickets+engine,0.8958333333333334
cat+crickets+fireworks,0.7708333333333334
cat+crickets+footsteps,0.8125
cat+crickets+frog,0.7708333333333334
cat+crickets+glass_breaking,0.8541666666666666
cat+crickets+hand_saw,0.8958333333333334
cat+crickets+helicopter,0.7916666666666666
cat+crickets+hen,0.7083333333333334
cat+crickets+insects,0.7708333333333334
cat+crickets+keyboard_typing,0.75
cat+crickets+laughing,0.6458333333333334
cat+crickets+mouse_click,0.8333333333333334
cat+crickets+pig,0.7708333333333334
cat+crickets+pouring_water,0.8125
cat+crickets+rain,0.8125
cat+crickets+rooster,0.75
cat+crickets+sea_waves,0.875
cat+crickets+sheep,0.8333333333333334
cat+crickets+siren,0.8333333333333334
cat+crickets+sneezing,0.6875
cat+crickets+snoring,0.875
cat+crickets+thunderstorm,0.8958333333333334
cat+crickets+toilet_flush,0.8958333333333334
cat+crickets+train,0.8541666666666666
cat+crickets+vacuum_cleaner,0.9166666666666666
cat+crickets+washing_machine,0.7708333333333334
cat+crickets+water_drops,0.7708333333333334
cat+crickets+wind,0.8541666666666666
cat+crow+crying_baby,0.75
cat+crow+dog,0.7708333333333334
cat+crow+door_wood_creaks,0.6041666666666666
cat+crow+door_wood_knock,0.8958333333333334
cat+crow+drinking_sipping,0.7916666666666666
cat+crow+engine,0.875
cat+crow+fireworks,0.75
cat+crow+footsteps,0.8125
cat+crow+frog,0.7708333333333334
cat+crow+glass_breaking,0.8958333333333334
cat+crow+hand_saw,0.8333333333333334
cat+crow+helicopter,0.9166666666666666
cat+crow+hen,0.7291666666666666
cat+crow+insects,0.8333333333333334
cat+crow+keyboard_typing,0.7916666666666666
cat+crow+laughing,0.5833333333333334
cat+crow+mouse_click,0.7916666666666666
cat+crow+pig,0.7708333333333334
cat+crow+pouring_water,0.8125
cat+crow+rain,0.8333333333333334
cat+crow+rooster,0.6458333333333334
cat+crow+sea_waves,0.875
cat+crow+sheep,0.8333333333333334
cat+crow+siren,0.7708333333333334
cat+crow+sneezing,0.7083333333333334
cat+crow+snoring,0.875
cat+crow+thunderstorm,0.8958333333333334
cat+crow+toilet_flush,0.8125
cat+crow+train,0.9166666666666666
cat+crow+vacuum_cleaner,0.875
cat+crow+washing_machine,0.8333333333333334
cat+crow+water_drops,0.8125
cat+crow+wind,0.9166666666666666
cat+crying_baby+dog,0.7083333333333334
cat+crying_baby+door_wood_creaks,0.5833333333333334
cat+crying_baby+door_wood_knock,0.875
cat+crying_baby+drinking_sipping,0.7291666666666666
cat+crying_baby+engine,0.875
cat+crying_baby+fireworks,0.75
cat+crying_baby+footsteps,0.75
cat+crying_baby+frog,0.75
cat+crying_baby+glass_breaking,0.7916666666666666
cat+crying_baby+hand_saw,0.8541666666666666
cat+crying_baby+helicopter,0.875
cat+crying_baby+hen,0.6458333333333334
cat+crying_baby+insects,0.7916666666666666
cat+crying_baby+keyboard_typing,0.6875
cat+crying_baby+laughing,0.5625
cat+crying_baby+mouse_click,0.7916666666666666
cat+crying_baby+pig,0.7083333333333334
cat+crying_baby+pouring_water,0.6666666666666666
cat+crying_baby+rain,0.8125
cat+crying_baby+rooster,0.6875
cat+crying_baby+sea_waves,0.875
cat+crying_baby+sheep,0.7291666666666666
cat+crying_baby+siren,0.7708333333333334
cat+crying_baby+sneezing,0.6458333333333334
cat+crying_baby+snoring,0.8333333333333334
cat+crying_baby+thunderstorm,0.875
cat+crying_baby+toilet_flush,0.875
cat+crying_baby+train,0.875
cat+crying_baby+vacuum_cleaner,0.8958333333333334
cat+crying_baby+washing_machine,0.8125
cat+crying_baby+water_drops,0.75
cat+crying_baby+wind,0.875
cat+dog+door_wood_creaks,0.5625
cat+dog+door_wood_knock,0.7916666666666666
cat+dog+drinking_sipping,0.6666666666666666
cat+dog+engine,0.8333333333333334
cat+dog+fireworks,0.75
cat+dog+footsteps,0.7916666666666666
cat+dog+frog,0.7083333333333334
cat+dog+glass_breaking,0.8333333333333334
cat+dog+hand_saw,0.875
cat+dog+helicopter,0.8333333333333334
cat+dog+hen,0.6458333333333334
cat+dog+insects,0.7708333333333334
cat+dog+keyboard_typing,0.6875
cat+dog+laughing,0.4583333333333333
cat+dog+mouse_click,0.7916666666666666
cat+dog+pig,0.7083333333333334
cat+dog+pouring_water,0.6875
cat+dog+rain,0.7708333333333334
cat+dog+rooster,0.6875
cat+dog+sea_waves,0.8125
cat+dog+sheep,0.7291666666666666
cat+dog+siren,0.7916666666666666
cat+dog+sneezing,0.6666666666666666
cat+dog+snoring,0.8333333333333334
cat+dog+thunderstorm,0.8541666666666666
cat+dog+toilet_flush,0.8125
cat+dog+train,0.8541666666666666
cat+dog+vacuum_cleaner,0.8125
cat+dog+washing_machine,0.7708333333333334
cat+dog+water_drops,0.7083333333333334
cat+dog+wind,0.8541666666666666
cat+door_wood_creaks+door_wood_knock,0.6458333333333334
cat+door_wood_creaks+drinking_sipping,0.6041666666666666
cat+door_wood_creaks+engine,0.6875
cat+door_wood_creaks+fireworks,0.5416666666666666
cat+door_wood_creaks+footsteps,0.5416666666666666
cat+door_wood_creaks+frog,0.5625
cat+door_wood_creaks+glass_breaking,0.5833333333333334
cat+door_wood_creaks+hand_saw,0.625
cat+door_wood_creaks+helicopter,0.6666666666666666
cat+door_wood_creaks+hen,0.5208333333333334
cat+door_wood_creaks+insects,0.625
cat+door_wood_creaks+keyboard_typing,0.5416666666666666
cat+door_wood_creaks+laughing,0.4166666666666667
cat+door_wood_creaks+mouse_click,0.6458333333333334
cat+door_wood_creaks+pig,0.5416666666666666
cat+door_wood_creaks+pouring_water,0.625
cat+door_wood_creaks+rain,0.6458333333333334
cat+door_wood_creaks+rooster,0.6666666666666666
cat+door_wood_creaks+sea_waves,0.6666666666666666
cat+door_wood_creaks+sheep,0.625
cat+door_wood_creaks+siren,0.6458333333333334
cat+door_wood_creaks+sneezing,0.5625
cat+door_wood_creaks+snoring,0.6666666666666666
cat+door_wood_creaks+thunderstorm,0.7083333333333334
cat+door_wood_creaks+toilet_flush,0.6041666666666666
cat+door_wood_creaks+train,0.7291666666666666
cat+door_wood_creaks+vacuum_cleaner,0.7291666666666666
cat+door_wood_creaks+washing_machine,0.625
cat+door_wood_creaks+water_drops,0.625
cat+door_wood_creaks+wind,0.7291666666666666
cat+door_wood_knock+drinking_sipping,0.7291666666666666
cat+door_wood_knock+engine,0.9583333333333334
cat+door_wood_knock+fireworks,0.7291666666666666
cat+door_wood_knock+footsteps,0.7708333333333334
cat+door_wood_knock+frog,0.8333333333333334
cat+door_wood_knock+glass_breaking,0.9166666666666666
cat+door_wood_knock+hand_saw,0.9583333333333334
cat+door_wood_knock+helicopter,0.9583333333333334
cat+door_wood_knock+hen,0.7916666666666666
cat+door_wood_knock+insects,0.8541666666666666
cat+door_wood_knock+keyboard_typing,0.7916666666666666
cat+door_wood_knock+laughing,0.75
cat+door_wood_knock+mouse_click,0.7916666666666666
cat+door_wood_knock+pig,0.7708333333333334
cat+door_wood_knock+pouring_water,0.8541666666666666
cat+door_wood_knock+rain,0.8958333333333334
cat+door_wood_knock+rooster,0.7916666666666666
cat+door_wood_knock+sea_waves,0.9583333333333334
cat+door_wood_knock+sheep,0.8958333333333334
cat+door_wood_knock+siren,0.8958333333333334
cat+door_wood_knock+sneezing,0.7708333333333334
cat+door_wood_knock+snoring,0.7916666666666666
cat+door_wood_knock+thunderstorm,0.9375
cat+door_wood_knock+toilet_flush,0.9375
cat+door_wood_knock+train,0.9583333333333334
cat+door_wood_knock+vacuum_cleaner,0.9583333333333334
cat+door_wood_knock+washing_machine,0.8541666666666666
cat+door_wood_knock+water_drops,0.7916666666666666
cat+door_wood_knock+wind,0.9583333333333334
cat+drinking_sipping+engine,0.8541666666666666
cat+drinking_sipping+fireworks,0.6041666666666666
cat+drinking_sipping+footsteps,0.6875
cat+drinking_sipping+frog,0.7291666666666666
cat+drinking_sipping+glass_breaking,0.8333333333333334
cat+drinking_sipping+hand_saw,0.875
cat+drinking_sipping+helicopter,0.8333333333333334
cat+drinking_sipping+hen,0.6041666666666666
cat+drinking_sipping+insects,0.6875
cat+drinking_sipping+keyboard_typing,0.625
cat+drinking_sipping+laughing,0.5
cat+drinking_sipping+mouse_click,0.7291666666666666
cat+drinking_sipping+pig,0.7083333333333334
cat+drinking_sipping+pouring_water,0.7291666666666666
cat+drinking_sipping+rain,0.7916666666666666
cat+drinking_sipping+rooster,0.6041666666666666
cat+drinking_sipping+sea_waves,0.8541666666666666
cat+drinking_sipping+sheep,0.7708333333333334
cat+drinking_sipping+siren,0.7291666666666666
cat+drinking_sipping+sneezing,0.6041666666666666
cat+drinking_sipping+snoring,0.75
cat+drinking_sipping+thunderstorm,0.8541666666666666
cat+drinking_sipping+toilet_flush,0.8333333333333334
cat+drinking_sipping+train,0.8541666666666666
cat+drinking_sipping+vacuum_cleaner,0.875
cat+drinking_sipping+washing_machine,0.75
cat+drinking_sipping+water_drops,0.6041666666666666
cat+drinking_sipping+wind,0.8333333333333334
cat+engine+fireworks,0.7916666666666666
cat+engine+footsteps,0.875
cat+engine+frog,0.8333333333333334
cat+engine+glass_breaking,0.9166666666666666
cat+engine+hand_saw,0.9375
cat+engine+helicopter,0.7916666666666666
cat+engine+hen,0.7916666666666666
cat+engine+insects,0.8541666666666666
cat+engine+keyboard_typing,0.8333333333333334
cat+engine+laughing,0.7291666666666666
cat+engine+mouse_click,0.875
cat+engine+pig,0.8541666666666666
cat+engine+pouring_water,0.875
cat+engine+rain,0.7916666666666666
cat+engine+rooster,0.8125
cat+engine+sea_waves,0.8541666666666666
cat+engine+sheep,0.875
cat+engine+siren,0.8958333333333334
cat+engine+sneezing,0.75
cat+engine+snoring,0.9166666666666666
cat+engine+thunderstorm,0.9791666666666666
cat+engine+toilet_flush,0.8958333333333334
cat+engine+train,0.9166666666666666
cat+engine+vacuum_cleaner,0.875
cat+engine+washing_machine,0.8333333333333334
cat+engine+water_drops,0.8541666666666666
cat+engine+wind,0.8541666666666666
cat+fireworks+footsteps,0.5416666666666666
cat+fireworks+frog,0.6875
cat+fireworks+glass_breaking,0.7708333333333334
cat+fireworks+hand_saw,0.8333333333333334
cat+fireworks+helicopter,0.8125
cat+fireworks+hen,0.625
cat+fireworks+insects,0.7291666666666666
cat+fireworks+keyboard_typing,0.6458333333333334
cat+fireworks+laughing,0.5833333333333334
cat+fireworks+mouse_click,0.6875
cat+fireworks+pig,0.7083333333333334
cat+fireworks+pouring_water,0.75
cat+fireworks+rain,0.7708333333333334
cat+fireworks+rooster,0.6875
cat+fireworks+sea_waves,0.8125
cat+fireworks+sheep,0.6666666666666666
cat+fireworks+siren,0.7708333333333334
cat+fireworks+sneezing,0.625
cat+fireworks+snoring,0.7916666666666666
cat+fireworks+thunderstorm,0.8333333333333334
cat+fireworks+toilet_flush,0.7916666666666666
cat+fireworks+train,0.8125
cat+fireworks+vacuum_cleaner,0.8333333333333334
cat+fireworks+washing_machine,0.75
cat+fireworks+water_drops,0.6875
cat+fireworks+wind,0.8333333333333334
cat+footsteps+frog,0.7291666666666666
cat+footsteps+glass_breaking,0.8333333333333334
cat+footsteps+hand_saw,0.8541666666666666
cat+footsteps+helicopter,0.8333333333333334
cat+footsteps+hen,0.6875
cat+footsteps+insects,0.7291666666666666
cat+footsteps+keyboard_typing,0.625
cat+footsteps+laughing,0.5833333333333334
cat+footsteps+mouse_click,0.6875
cat+footsteps+pig,0.7083333333333334
cat+footsteps+pouring_water,0.6666666666666666
cat+footsteps+rain,0.8125
cat+footsteps+rooster,0.6666666666666666
cat+footsteps+sea_waves,0.8541666666666666
cat+footsteps+sheep,0.7708333333333334
cat+footsteps+siren,0.7916666666666666
cat+footsteps+sneezing,0.6666666666666666
cat+footsteps+snoring,0.7083333333333334
cat+footsteps+thunderstorm,0.8125
cat+footsteps+toilet_flush,0.8333333333333334
cat+footsteps+train,0.875
cat+footsteps+vacuum_cleaner,0.8541666666666666
cat+footsteps+washing_machine,0.7708333333333334
cat+footsteps+water_drops,0.7291666666666666
cat+footsteps+wind,0.875
cat+frog+glass_breaking,0.7916666666666666
cat+frog+hand_saw,0.8541666666666666
cat+frog+helicopter,0.8333333333333334
cat+frog+hen,0.6666666666666666
cat+frog+insects,0.75
cat+frog+keyboard_typing,0.6666666666666666
cat+frog+laughing,0.5625
cat+frog+mouse_click,0.75
cat+frog+pig,0.7083333333333334
cat+frog+pouring_water,0.75
cat+frog+rain,0.7708333333333334
cat+frog+rooster,0.6875
cat+frog+sea_waves,0.8125
cat+frog+sheep,0.7083333333333334
cat+frog+siren,0.75
cat+frog+sneezing,0.625
cat+frog+snoring,0.7916666666666666
cat+frog+thunderstorm,0.8333333333333334
cat+frog+toilet_flush,0.8333333333333334
cat+frog+train,0.8333333333333334
cat+frog+vacuum_cleaner,0.8333333333333334
cat+frog+washing_machine,0.7708333333333334
cat+frog+water_drops,0.7291666666666666
cat+frog+wind,0.8333333333333334
cat+glass_breaking+hand_saw,0.8958333333333334
cat+glass_breaking+helicopter,0.9166666666666666
cat+glass_breaking+hen,0.75
cat+glass_breaking+insects,0.8333333333333334
cat+glass_breaking+keyboard_typing,0.7708333333333334
cat+glass_breaking+laughing,0.6666666666666666
cat+glass_breaking+mouse_click,0.7083333333333334
cat+glass_breaking+pig,0.7916666666666666
cat+glass_breaking+pouring_water,0.8125
cat+glass_breaking+rain,0.8541666666666666
cat+glass_breaking+rooster,0.75
cat+glass_breaking+sea_waves,0.9166666666666666
cat+glass_breaking+sheep,0.875
cat+glass_breaking+siren,0.8541666666666666
cat+glass_breaking+sneezing,0.625
cat+glass_breaking+snoring,0.875
cat+glass_breaking+thunderstorm,0.9166666666666666
cat+glass_breaking+toilet_flush,0.8958333333333334
cat+glass_breaking+train,0.9166666666666666
cat+glass_breaking+vacuum_cleaner,0.9166666666666666
cat+glass_breaking+washing_machine,0.8541666666666666
cat+glass_breaking+water_drops,0.7291666666666666
cat+glass_breaking+wind,0.9166666666666666
cat+hand_saw+helicopter,0.9791666666666666
cat+hand_saw+hen,0.7916666666666666
cat+hand_saw+insects,0.8541666666666666
cat+hand_saw+keyboard_typing,0.8333333333333334
cat+hand_saw+laughing,0.6458333333333334
cat+hand_saw+mouse_click,0.9166666666666666
cat+hand_saw+pig,0.7083333333333334
cat+hand_saw+pouring_water,0.7916666666666666
cat+hand_saw+rain,0.875
cat+hand_saw+rooster,0.7916666666666666
cat+hand_saw+sea_waves,0.8958333333333334
cat+hand_saw+sheep,0.8541666666666666
cat+hand_saw+siren,0.8958333333333334
cat+hand_saw+sneezing,0.75
cat+hand_saw+snoring,0.9375
cat+hand_saw+thunderstorm,0.9791666666666666
cat+hand_saw+toilet_flush,0.8125
cat+hand_saw+train,0.9791666666666666
cat+hand_saw+vacuum_cleaner,0.9166666666666666
cat+hand_saw+washing_machine,0.8958333333333334
cat+hand_saw+water_drops,0.875
cat+hand_saw+wind,0.9791666666666666
cat+helicopter+hen,0.75
cat+helicopter+insects,0.7916666666666666
cat+helicopter+keyboard_typing,0.8333333333333334
cat+helicopter+laughing,0.7083333333333334
cat+helicopter+mouse_click,0.7916666666666666
